filename,compressed_bytes,restored_bytes,throughput_MiB_s
v3.12.0a5.tar.zst,25707119,99010560,243.0608
v3.12.0a6.tar.zst,25762158,99266560,252.2127
v3.12.0a7.tar.zst,25822390,99604480,251.2008
v3.12.0b1.tar.zst,26090214,100700160,250.1249
v3.12.0b2.tar.zst,26319119,103495680,251.7853
v3.12.0b3.tar.zst,26337978,103577600,255.8501
v3.12.0b4.tar.zst,26375762,103649280,254.1826
v3.12.0rc1.tar.zst,26401570,103823360,245.6735
v3.12.0rc2.tar.zst,26694738,104263680,255.0833
v3.12.0rc3.tar.zst,26706150,104325120,258.6285
v3.12.0.tar.zst,26692799,104355840,252.7680
v3.12.10.tar.zst,26840749,106004480,246.2980
v3.12.11.tar.zst,26838969,106055680,248.5961
v3.12.1.tar.zst,26796301,104857600,247.0173
v3.12.2.tar.zst,26816154,105154560,227.4215
v3.12.3.tar.zst,26844968,105420800,212.6915
v3.12.4.tar.zst,26914242,105635840,211.1120
v3.12.5.tar.zst,26731380,105564160,207.5176
v3.12.6.tar.zst,26726017,105687040,196.2588
v3.12.7.tar.zst,26743092,105717760,230.1535
v3.12.8.tar.zst,26786963,105984000,205.9616
v3.12.9.tar.zst,26816050,106158080,253.7790
v3.13.0a1.tar.zst,26226743,101017600,201.6988
v3.13.0a2.tar.zst,26338280,101406720,197.3064
v3.13.0a3.tar.zst,26465793,101969920,194.8868
v3.13.0a4.tar.zst,26877529,102963200,201.0084
v3.13.0a5.tar.zst,26951309,103731200,213.5932
v3.13.0a6.tar.zst,27200708,104335360,206.6359
v3.13.0b1.tar.zst,27364197,105523200,191.1209
v3.13.0b2.tar.zst,27474894,105768960,201.4124
v3.13.0b3.tar.zst,27195516,105697280,223.1605
v3.13.0b4.tar.zst,27242945,105902080,203.4047
v3.13.0rc1.tar.zst,27250543,105953280,187.5658
v3.13.0rc2.tar.zst,27540303,108605440,202.9067
v3.13.0rc3.tar.zst,28972487,110151680,206.8559
v3.13.0.tar.zst,28943226,110161920,230.8507
v3.13.1.tar.zst,29097235,110684160,202.7572
v3.13.2.tar.zst,29128200,110909440,211.1849
v3.13.3.tar.zst,29182944,110827520,192.9383
v3.13.4.tar.zst,29191602,111073280,221.7572
v3.13.5.tar.zst,29371805,111226880,210.1895
v3.14.0a1.tar.zst,29124980,109383680,193.1324
v3.14.0a2.tar.zst,29261589,110018560,192.6660
v3.14.0a3.tar.zst,29346933,110417920,227.6786
v3.14.0a4.tar.zst,29406488,110786560,217.3139
v3.14.0a5.tar.zst,29492158,111155200,219.8280
v3.14.0a6.tar.zst,29653258,112066560,220.5593
v3.14.0a7.tar.zst,29726499,112496640,161.4708
v3.14.0b1.tar.zst,30148459,114329600,196.1791
v3.14.0b2.tar.zst,30392300,117309440,207.0660
v3.14.0b3.tar.zst,30479711,117688320,214.0395
v3.14.0b4.tar.zst,30514850,117760000,212.2205
v3.14.0rc1.tar.zst,30559634,117903360,199.8476

Total_decompressed_files: 100
Mean_throughput_MiB_s: 416.0761
Std_dev_MiB_s: 266.8154
95%_CI_MiB_s: [363.7803, 468.3719]
